,numero_viagem_da_linha_no_dia,ordem_veiculo_na_linha_no_dia,duracao_total_realizada,nome_linha,atendimento,empresa,numero_ordem_veiculo,numero_linha,hora_prevista,hora_realizada,duracao_prevista,duracao_realizada,sentido_viagem
9890,9940,02,101.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 06:40:00,2020-10-07 06:40:00,60,52.0,volta
9891,9941,03,117.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2407,102,2020-10-07 06:30:00,2020-10-07 06:37:00,60,56.0,ida
9892,9942,03,117.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2407,102,2020-10-07 07:30:00,2020-10-07 07:33:00,60,61.0,volta
9893,9943,01,132.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 07:15:00,2020-10-07 07:13:00,55,58.0,ida
9894,9944,01,132.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 08:10:00,2020-10-07 08:12:00,75,74.0,volta
9895,9945,02,147.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 08:00:00,2020-10-07 08:02:00,60,71.0,ida
9896,9946,02,147.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 09:00:00,2020-10-07 09:13:00,70,76.0,volta
9897,9947,03,75.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2407,102,2020-10-07 09:00:00,2020-10-07 09:01:00,60,75.0,ida
9898,9948,03,75.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2407,102,2020-10-07 10:00:00,2020-10-07 10:17:00,60,,volta
9899,9949,01,156.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 10:00:00,2020-10-07 09:57:00,60,59.0,ida
9900,9950,01,156.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 11:00:00,2020-10-07 10:56:00,70,97.0,volta
9901,9951,02,143.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2416,102,2020-10-07 11:00:00,2020-10-07 11:00:00,60,65.0,ida
9902,9952,02,143.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2416,102,2020-10-07 12:00:00,2020-10-07 12:05:00,60,78.0,volta
9903,9953,01,71.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 12:10:00,2020-10-07 12:40:00,50,43.0,ida
9904,9954,01,71.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 13:00:00,2020-10-07 13:24:00,70,28.0,volta
9905,9955,02,125.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 13:20:00,2020-10-07 13:28:00,55,52.0,ida
9906,9956,02,125.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 14:15:00,2020-10-07 14:20:00,65,73.0,volta
9907,9957,01,130.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 14:30:00,2020-10-07 14:30:00,50,59.0,ida
9908,9958,01,130.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 15:20:00,2020-10-07 15:30:00,70,71.0,volta
9909,9959,02,156.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 15:40:00,2020-10-07 15:44:00,75,51.0,ida
9910,9960,02,156.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 16:55:00,2020-10-07 16:35:00,75,105.0,volta
9911,9961,03,158.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2413,102,2020-10-07 16:20:00,2020-10-07 16:29:00,60,51.0,ida
9912,9962,03,158.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2413,102,2020-10-07 17:20:00,2020-10-07 17:21:00,80,107.0,volta
9913,9963,01,162.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 17:00:00,2020-10-07 17:02:00,60,59.0,ida
9914,9964,01,162.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 18:00:00,2020-10-07 18:01:00,80,103.0,volta
9915,9965,02,102.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 18:10:00,2020-10-07 18:30:00,50,42.0,ida
9916,9966,02,102.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 19:00:00,2020-10-07 19:12:00,70,60.0,volta
9917,9967,01,73.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 19:20:00,2020-10-07 20:08:00,40,24.0,ida
9918,9968,01,73.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 20:00:00,2020-10-07 20:34:00,60,49.0,volta
9919,9969,02,66.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 20:30:00,2020-10-07 20:29:00,30,34.0,ida
9920,9970,02,66.0,Joao Sampaio / Trapiche,JOÃO SAMPAIO / VIA SANATÓRIO / TRAPICHE,Empresa São Francisco,2416,102,2020-10-07 21:00:00,2020-10-07 21:04:00,60,32.0,volta
9921,9971,01,84.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 21:40:00,2020-10-07 21:44:00,35,39.0,ida
9922,9972,01,84.0,Joao Sampaio / Trapiche,Joao Sampaio-Trapiche(Embarque Somente com Cartão),Empresa São Francisco,2402,102,2020-10-07 22:15:00,2020-10-07 22:23:00,45,45.0,volta
9923,9973,1,100.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 05:00:00,2020-10-07 04:59:00,48,67.0,ida
9924,9974,1,100.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 05:49:00,2020-10-07 06:06:00,47,33.0,volta
9925,9975,2,110.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 05:30:00,2020-10-07 05:26:00,48,78.0,ida
9926,9976,2,110.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 06:19:00,2020-10-07 06:44:00,47,32.0,volta
9927,9977,3,132.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 05:50:00,2020-10-07 05:53:00,53,88.0,ida
9928,9978,3,132.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 06:44:00,2020-10-07 07:21:00,52,44.0,volta
9929,9979,4,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 06:20:00,2020-10-07 06:20:00,67,,ida
9930,9980,4,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 07:28:00,,67,,volta
9931,9981,1,123.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 06:50:00,2020-10-07 06:50:00,67,95.0,ida
9932,9982,1,123.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 07:58:00,2020-10-07 08:26:00,67,28.0,volta
9933,9983,2,179.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 07:20:00,2020-10-07 07:23:00,72,123.0,ida
9934,9984,2,179.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 08:33:00,2020-10-07 09:27:00,71,56.0,volta
9935,9985,3,161.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 08:05:00,2020-10-07 08:13:00,72,101.0,ida
9936,9986,3,161.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 09:18:00,2020-10-07 09:54:00,71,60.0,volta
9937,9987,4,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 08:50:00,,68,,ida
9938,9988,4,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 09:59:00,,67,,volta
9939,9989,1,150.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 09:40:00,2020-10-07 09:23:00,68,109.0,ida
9940,9990,1,150.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 10:49:00,2020-10-07 11:12:00,67,41.0,volta
9941,9991,2,140.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 10:30:00,2020-10-07 10:32:00,68,101.0,ida
9942,9992,2,140.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 11:39:00,2020-10-07 12:14:00,68,39.0,volta
9943,9993,3,146.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 11:20:00,2020-10-07 11:18:00,68,104.0,ida
9944,9994,3,146.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 12:29:00,2020-10-07 13:02:00,68,42.0,volta
9945,9995,4,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 12:10:00,2020-10-07 12:30:00,72,,ida
9946,9996,4,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 13:23:00,,71,,volta
9947,9997,1,131.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 13:00:00,2020-10-07 13:05:00,72,96.0,ida
9948,9998,1,131.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 14:13:00,2020-10-07 14:42:00,71,35.0,volta
9949,9999,2,135.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 13:45:00,2020-10-07 13:42:00,70,100.0,ida
9950,10000,2,135.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 14:56:00,2020-10-07 15:22:00,69,35.0,volta
9951,10001,3,129.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 14:30:00,2020-10-07 14:28:00,70,97.0,ida
9952,10002,3,129.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 15:41:00,2020-10-07 16:07:00,69,32.0,volta
9953,10003,4,151.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 15:10:00,2020-10-07 15:05:00,66,99.0,ida
9954,10004,4,151.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 16:17:00,2020-10-07 16:44:00,65,52.0,volta
9955,10005,1,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 15:50:00,2020-10-07 15:52:00,66,,ida
9956,10006,1,,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 16:57:00,,65,,volta
9957,10007,2,177.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 16:30:00,2020-10-07 16:28:00,63,130.0,ida
9958,10008,2,177.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 17:34:00,2020-10-07 18:38:00,63,47.0,volta
9959,10009,3,,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 17:10:00,2020-10-07 17:13:00,63,,ida
9960,10010,3,,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 18:14:00,,63,,volta
9961,10011,4,133.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 17:50:00,2020-10-07 17:53:00,65,106.0,ida
9962,10012,4,133.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 18:56:00,2020-10-07 19:39:00,64,27.0,volta
9963,10013,1,99.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 18:50:00,2020-10-07 19:32:00,65,68.0,ida
9964,10014,1,99.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3804,202,2020-10-07 19:56:00,2020-10-07 20:40:00,64,31.0,volta
9965,10015,2,106.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 19:50:00,2020-10-07 19:48:00,65,78.0,ida
9966,10016,2,106.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3145,202,2020-10-07 20:56:00,2020-10-07 21:06:00,64,28.0,volta
9967,10017,3,65.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 20:50:00,2020-10-07 20:58:00,65,65.0,ida
9968,10018,3,65.0,Circular II,202- CIRCULAR II -EMBARQUE SOMENTE COM CARTÃO,Auto Viação Veleiro LTDA,3730,202,2020-10-07 21:56:00,2020-10-07 22:03:00,64,,volta
9969,10019,4,78.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 21:50:00,2020-10-07 21:50:00,65,78.0,ida
9970,10020,4,78.0,Circular II,Circular II (Trapiche) Via Ouro Preto,Auto Viação Veleiro LTDA,3803,202,2020-10-07 22:56:00,2020-10-07 23:08:00,64,,volta
9971,10021,01,115.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2403,108,2020-10-07 05:00:00,2020-10-07 04:56:00,65,50.0,ida
9972,10022,01,115.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2403,108,2020-10-07 06:05:00,2020-10-07 05:46:00,65,65.0,volta
9973,10023,02,137.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2418,108,2020-10-07 05:30:00,2020-10-07 05:32:00,75,64.0,ida
9974,10024,02,137.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2418,108,2020-10-07 06:45:00,2020-10-07 06:37:00,60,73.0,volta
9975,10025,03,139.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2428,108,2020-10-07 06:00:00,2020-10-07 06:00:00,75,60.0,ida
9976,10026,03,139.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2428,108,2020-10-07 07:15:00,2020-10-07 07:00:00,65,79.0,volta
9977,10027,04,159.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2411,108,2020-10-07 06:30:00,2020-10-07 06:31:00,75,72.0,ida
9978,10028,04,159.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2411,108,2020-10-07 07:45:00,2020-10-07 07:44:00,65,87.0,volta
9979,10029,01,171.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2403,108,2020-10-07 07:15:00,2020-10-07 07:12:00,65,73.0,ida
9980,10030,01,171.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2403,108,2020-10-07 08:20:00,2020-10-07 08:26:00,75,98.0,volta
9981,10031,02,81.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2418,108,2020-10-07 08:00:00,2020-10-07 08:04:00,75,,ida
9982,10032,02,81.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2435,108,2020-10-07 09:15:00,2020-10-07 09:35:00,65,81.0,volta
9983,10033,03,87.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2428,108,2020-10-07 08:45:00,2020-10-07 08:43:00,75,87.0,ida
9984,10034,03,87.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2428,108,2020-10-07 10:00:00,2020-10-07 10:10:00,65,,volta
9985,10035,04,81.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2411,108,2020-10-07 09:30:00,2020-10-07 09:32:00,80,81.0,ida
9986,10036,04,81.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2411,108,2020-10-07 10:50:00,2020-10-07 10:54:00,65,,volta
9987,10037,01,84.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2403,108,2020-10-07 10:15:00,2020-10-07 10:12:00,70,84.0,ida
9988,10038,01,84.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2403,108,2020-10-07 11:25:00,2020-10-07 11:37:00,55,,volta
9989,10039,02,155.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2435,108,2020-10-07 11:00:00,2020-10-07 11:06:00,60,75.0,ida
9990,10040,02,155.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2435,108,2020-10-07 12:00:00,2020-10-07 12:22:00,80,80.0,volta
9991,10041,03,149.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2428,108,2020-10-07 11:40:00,2020-10-07 12:00:00,70,61.0,ida
9992,10042,03,149.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2428,108,2020-10-07 12:50:00,2020-10-07 13:02:00,70,88.0,volta
9993,10045,01,143.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2411,108,2020-10-07 13:00:00,2020-10-07 12:50:00,60,69.0,ida
9994,10046,01,143.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2411,108,2020-10-07 14:00:00,2020-10-07 13:59:00,70,74.0,volta
9995,10047,02,,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2403,108,2020-10-07 13:40:00,2020-10-07 13:37:00,70,,ida
9996,10048,02,,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2403,108,2020-10-07 14:50:00,,70,,volta
9997,10049,03,,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2435,108,2020-10-07 14:20:00,2020-10-07 13:43:00,65,,ida
9998,10050,03,,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2435,108,2020-10-07 15:25:00,,70,,volta
9999,10051,04,78.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2428,108,2020-10-07 15:00:00,2020-10-07 15:03:00,75,78.0,ida
10000,10052,04,78.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2428,108,2020-10-07 16:15:00,2020-10-07 16:22:00,75,,volta
10001,10053,01,182.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2411,108,2020-10-07 15:40:00,2020-10-07 15:38:00,75,57.0,ida
10002,10054,01,182.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2411,108,2020-10-07 16:55:00,2020-10-07 16:35:00,80,125.0,volta
10003,10055,02,192.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2407,108,2020-10-07 16:15:00,2020-10-07 17:33:00,70,,ida
10004,10056,02,192.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2407,108,2020-10-07 17:25:00,2020-10-07 15:46:00,80,192.0,volta
10005,10057,03,,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2435,108,2020-10-07 16:50:00,,70,,ida
10006,10058,03,,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2435,108,2020-10-07 18:00:00,,80,,volta
10007,10059,04,,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2428,108,2020-10-07 17:30:00,,80,,ida
10008,10060,04,,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2428,108,2020-10-07 18:50:00,,70,,volta
10009,10061,01,93.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2411,108,2020-10-07 18:15:00,2020-10-07 18:50:00,70,32.0,ida
10010,10062,01,93.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2411,108,2020-10-07 19:25:00,2020-10-07 19:22:00,70,61.0,volta
10011,10063,02,118.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2407,108,2020-10-07 19:00:00,2020-10-07 18:58:00,60,58.0,ida
10012,10064,02,118.0,Clima Bom via Colina / Trapiche,Clima Bom-Trapiche / Feirinha (SOMENTE CARTÃO),Empresa São Francisco,2407,108,2020-10-07 20:00:00,2020-10-07 19:57:00,60,60.0,volta
10013,10067,04,51.0,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2428,108,2020-10-07 20:40:00,2020-10-07 20:42:00,40,51.0,ida
10014,10068,04,51.0,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2428,108,2020-10-07 21:20:00,2020-10-07 21:33:00,70,,volta
10015,10069,03,,Clima Bom via Colina / Trapiche,CLIMA BOM -TRAPICHE/CALMON (VIA FERINHA),Empresa São Francisco,2435,108,2020-10-07 21:30:00,2020-10-07 21:30:00,50,,ida
10016,10070,03,,Clima Bom via Colina / Trapiche,CLIMA BOM /VIA JAQUEIRA / CALMON,Empresa São Francisco,2435,108,2020-10-07 22:20:00,,40,,volta
10017,10071,01,103.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 05:10:00,2020-10-07 05:09:00,50,55.0,ida
10018,10072,01,103.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 06:00:00,2020-10-07 06:04:00,60,48.0,volta
10019,10073,02,119.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 05:40:00,2020-10-07 05:37:00,45,61.0,ida
10020,10074,02,119.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 06:25:00,2020-10-07 06:39:00,70,58.0,volta
10021,10075,03,112.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 06:10:00,2020-10-07 06:14:00,55,59.0,ida
10022,10076,03,112.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 07:05:00,2020-10-07 07:13:00,65,53.0,volta
10023,10077,04,138.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 06:40:00,2020-10-07 06:38:00,55,76.0,ida
10024,10078,04,138.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 07:35:00,2020-10-07 07:54:00,70,62.0,volta
10025,10079,01,120.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 07:15:00,2020-10-07 07:14:00,55,68.0,ida
10026,10080,01,120.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 08:10:00,2020-10-07 08:22:00,70,52.0,volta
